id,outcome1,outcome2,outcome3,numofdraw,jar
79246,0,1,2,2,0
79247,2,2,2,0,0
79248,0,1,0,3,1
79249,1,0,0,3,0
79250,2,2,2,0,0
79251,1,2,2,1,0
79252,0,0,0,3,1
79253,2,2,2,0,1
79254,1,2,2,1,1
79255,1,1,1,3,0
79256,1,1,1,3,1
79257,1,1,1,3,0
79258,0,0,2,2,0
79259,2,2,2,0,1
79260,0,0,2,2,1
79261,2,2,2,0,0
79262,2,2,2,0,1
79263,1,2,2,1,0
79264,2,2,2,0,0
79265,0,0,2,2,1
79266,1,0,2,2,1
79267,2,2,2,0,1
79268,0,0,1,3,0
79269,2,2,2,0,0
79270,1,1,1,3,0
79271,0,0,0,3,1
79272,1,2,2,1,0
79273,1,0,2,2,1
79274,2,2,2,0,1
79275,0,0,0,3,1
79276,1,2,2,1,0
79277,1,0,2,2,1
79278,1,1,1,3,0
79279,1,1,2,2,0
79280,0,0,1,3,1
79281,1,0,2,2,1
79282,0,0,0,3,1
79283,1,1,1,3,0
79284,0,1,2,2,1
79285,0,2,2,1,1
79286,1,1,2,2,0
79287,2,2,2,0,0
79288,1,1,0,3,0
79289,1,0,1,3,1
79290,2,2,2,0,1
79291,1,1,0,3,1
79292,1,2,2,1,1
79293,1,1,2,2,0
79294,1,2,2,1,1
79295,0,1,1,3,0
79296,0,2,2,1,1
79297,0,2,2,1,0
79298,2,2,2,0,1
79299,1,0,1,3,0
79300,2,2,2,0,0
79301,2,2,2,0,0
79302,1,2,2,1,0
79303,2,2,2,0,1
79304,2,2,2,0,1
79305,1,0,0,3,1
79306,0,0,2,2,0
79307,2,2,2,0,1
79308,2,2,2,0,0
79309,1,2,2,1,0
79310,1,2,2,1,1
79311,0,1,0,3,1
79312,1,2,2,1,1
79313,2,2,2,0,0
79314,0,1,2,2,0
79315,1,2,2,1,1
79316,1,1,2,2,0
79317,0,2,2,1,0
79318,0,0,0,3,1
79319,0,2,2,1,1
79320,1,2,2,1,0
79321,0,1,0,3,1
79322,0,0,0,3,0
79323,1,1,2,2,0
79324,1,1,1,3,0
79325,2,2,2,0,1
79326,1,2,2,1,0
79327,0,2,2,1,1
79328,0,1,2,2,0
79329,0,1,2,2,1
79330,2,2,2,0,0
79331,0,0,1,3,1
79332,1,0,2,2,1
79333,0,1,1,3,0
79334,0,0,2,2,1
79335,1,2,2,1,1
79336,0,2,2,1,0
79337,1,2,2,1,0
79338,0,0,2,2,1
79339,0,0,2,2,1
79340,1,2,2,1,1
79341,1,0,1,3,1
79342,0,0,1,3,1
79343,1,2,2,1,1
79344,1,1,2,2,0
79345,1,2,2,1,1
79346,2,2,2,0,0
79347,0,1,1,3,1
79348,0,2,2,1,1
79349,0,1,2,2,1
79350,0,2,2,1,1
79351,1,2,2,1,1
79352,0,1,1,3,1
79353,2,2,2,0,1
79354,0,2,2,1,1
79355,2,2,2,0,0
79356,2,2,2,0,1
79357,0,2,2,1,1
79358,0,2,2,1,1
79359,2,2,2,0,1
79360,0,0,2,2,0
79361,1,0,2,2,1
79362,0,1,0,3,0
79363,1,2,2,1,0
79364,2,2,2,0,0
79365,0,1,2,2,0
79366,1,1,0,3,0
79367,0,1,1,3,1
79368,1,1,2,2,0
79369,2,2,2,0,0
79370,1,2,2,1,0
79371,2,2,2,0,1
79372,0,0,2,2,1
79373,0,1,2,2,1
79374,1,0,0,3,1
79375,1,1,1,3,0
79376,0,0,0,3,0
79377,1,2,2,1,0
79378,0,2,2,1,0
79379,2,2,2,0,0
79380,2,2,2,0,0
79381,2,2,2,0,0
79382,1,1,2,2,0
79383,2,2,2,0,1
79384,2,2,2,0,0
79385,2,2,2,0,1
79386,2,2,2,0,1
79387,0,0,1,3,0
79388,2,2,2,0,0
79389,1,2,2,1,0
79390,0,1,0,3,1
79391,0,0,0,3,1
79392,2,2,2,0,0
79393,1,0,0,3,0
79394,1,0,1,3,0
79395,0,1,0,3,1
79396,1,2,2,1,1
79397,1,1,2,2,0
79398,1,2,2,1,0
79399,2,2,2,0,1
79400,0,0,0,3,1
79401,0,0,2,2,1
79402,2,2,2,0,1
79403,2,2,2,0,1
79404,1,1,1,3,0
79405,2,2,2,0,1
79406,0,2,2,1,0
79407,2,2,2,0,0
79408,2,2,2,0,0
79409,2,2,2,0,1
79410,1,0,2,2,1
79411,1,0,1,3,0
79412,1,0,2,2,0
79413,0,2,2,1,1
79414,2,2,2,0,1
79415,0,0,0,3,0
79416,0,2,2,1,0
79417,0,1,2,2,0
79418,1,0,1,3,0
79419,2,2,2,0,0
79420,1,0,0,3,1
79421,0,2,2,1,1
79422,1,0,2,2,0
79423,1,1,1,3,0
79424,0,2,2,1,1
79425,0,2,2,1,0
79426,1,2,2,1,0
79427,2,2,2,0,1
79428,0,1,2,2,1
79429,0,0,2,2,1
79430,2,2,2,0,0
79431,0,2,2,1,1
79432,1,2,2,1,1
79433,0,2,2,1,1
79434,1,0,2,2,0
79435,1,2,2,1,0
79436,0,2,2,1,1
79437,0,2,2,1,0
79438,0,2,2,1,1
79439,0,2,2,1,1
79440,0,2,2,1,1
79441,0,1,2,2,0
79442,0,1,1,3,0
79443,2,2,2,0,1
79444,1,0,2,2,0
79445,2,2,2,0,1
79446,2,2,2,0,1
79447,0,2,2,1,0
79448,0,2,2,1,1
79449,1,0,2,2,0
79450,1,0,2,2,0
79451,0,1,2,2,1
79452,0,0,0,3,1
79453,2,2,2,0,0
79454,1,2,2,1,1
79455,0,1,0,3,0
79456,1,1,2,2,0
79457,1,2,2,1,0
79458,1,1,2,2,0
79459,0,0,0,3,1
79460,0,2,2,1,0
79461,2,2,2,0,0
79462,0,2,2,1,0
79463,1,2,2,1,0
79464,2,2,2,0,0
79465,1,1,1,3,0
79466,0,2,2,1,0
79467,2,2,2,0,0
79468,2,2,2,0,1
79469,2,2,2,0,1
79470,1,1,2,2,0
79471,2,2,2,0,0
79472,1,1,2,2,1
79473,1,1,2,2,0
79474,0,0,1,3,1
79475,1,2,2,1,0
79476,1,2,2,1,0
79477,1,2,2,1,0
79478,1,1,0,3,0
79479,2,2,2,0,1
79480,1,1,2,2,0
79481,2,2,2,0,0
79482,2,2,2,0,0
79483,2,2,2,0,0
79484,2,2,2,0,1
79485,2,2,2,0,0
79486,1,1,0,3,1
79487,0,0,2,2,1
79488,2,2,2,0,1
79489,0,0,2,2,0
79490,1,0,1,3,0
79491,0,0,2,2,1
79492,2,2,2,0,1
79493,0,2,2,1,1
79494,0,1,0,3,0
79495,2,2,2,0,0
79496,2,2,2,0,0
79497,2,2,2,0,1
79498,1,0,2,2,0
79499,0,1,1,3,0
79500,0,0,0,3,1
79501,1,2,2,1,0
79502,0,2,2,1,0
79503,0,2,2,1,1
79504,2,2,2,0,0
79505,1,0,2,2,1
79506,0,0,0,3,0
79507,2,2,2,0,1
79508,1,2,2,1,0
79509,0,0,2,2,1
79510,1,1,1,3,1
79511,0,0,2,2,0
79512,2,2,2,0,0
79513,0,0,1,3,1
79514,0,0,0,3,1
79515,2,2,2,0,0
79516,0,0,1,3,0
79517,1,2,2,1,0
79518,0,1,2,2,0
79519,2,2,2,0,0
79520,1,2,2,1,0
79521,2,2,2,0,1
79522,0,1,0,3,1
79523,1,2,2,1,1
79524,2,2,2,0,1
79525,2,2,2,0,0
79526,1,2,2,1,0
79527,2,2,2,0,0
79528,1,1,2,2,0
79529,0,1,2,2,0
79530,0,1,2,2,0
79531,2,2,2,0,0
79532,1,2,2,1,0
79533,0,1,1,3,1
79534,0,0,2,2,1
79535,1,0,2,2,0
79536,1,0,0,3,1
79537,1,0,0,3,0
79538,0,0,2,2,0
79539,1,2,2,1,0
79540,0,2,2,1,0
79541,1,1,2,2,0
79542,0,2,2,1,1
79543,0,0,0,3,1
79544,0,1,1,3,0
79545,0,1,1,3,1
79546,0,1,2,2,0
79547,0,2,2,1,0
79548,0,2,2,1,0
79549,1,1,2,2,0
79550,1,1,2,2,0
79551,1,0,1,3,0
79552,0,1,2,2,0
79553,1,0,2,2,1
79554,2,2,2,0,0
79555,2,2,2,0,1
79556,0,2,2,1,0
79557,2,2,2,0,0
79558,1,0,0,3,0
79559,0,2,2,1,0
79560,2,2,2,0,1
79561,1,2,2,1,0
79562,0,1,2,2,0
79563,0,2,2,1,1
79564,0,1,2,2,0
79565,2,2,2,0,1
79566,0,0,1,3,1
79567,0,2,2,1,1
79568,2,2,2,0,0
79569,1,1,0,3,0
79570,2,2,2,0,1
79571,2,2,2,0,0
79572,0,0,0,3,1
79573,2,2,2,0,0
79574,0,1,2,2,1
79575,1,1,2,2,1
79576,1,0,2,2,0
79577,2,2,2,0,1
79578,2,2,2,0,0
79579,1,0,1,3,0
79580,0,1,1,3,0
79581,1,1,2,2,0
79582,0,2,2,1,0
79583,1,1,2,2,0
79584,1,0,1,3,0
79585,1,2,2,1,0
79586,2,2,2,0,0
79587,1,2,2,1,0
79588,1,1,1,3,0
79589,0,1,0,3,1
79590,1,0,1,3,1
79591,1,0,2,2,1
79592,1,0,0,3,1
79593,0,0,2,2,1
79594,2,2,2,0,0
79595,0,2,2,1,1
79596,0,0,2,2,1
79597,0,1,1,3,0
79598,1,0,2,2,0
79599,2,2,2,0,1
79600,0,2,2,1,1
79601,0,1,2,2,1
79602,0,2,2,1,1
79603,1,1,1,3,0
79604,1,1,0,3,0
79605,1,0,2,2,1
79606,0,2,2,1,1
79607,0,0,2,2,1
79608,1,1,1,3,0
79609,0,2,2,1,1
79610,2,2,2,0,0
79611,0,1,2,2,1
79612,1,2,2,1,1
79613,0,2,2,1,1
79614,0,1,1,3,1
79615,0,2,2,1,1
79616,1,2,2,1,1
79617,2,2,2,0,0
79618,1,0,2,2,0
79619,2,2,2,0,1
79620,0,1,1,3,0
79621,0,2,2,1,1
79622,0,2,2,1,1
79623,1,0,2,2,0
79624,2,2,2,0,0
79625,2,2,2,0,1
79626,0,1,1,3,0
79627,0,0,2,2,1
79628,1,2,2,1,0
79629,1,0,0,3,1
79630,2,2,2,0,1
79631,1,1,2,2,0
79632,1,0,1,3,1
79633,2,2,2,0,1
79634,2,2,2,0,1
79635,1,1,2,2,0
79636,0,1,2,2,1
79637,2,2,2,0,0
79638,0,1,2,2,1
79639,0,0,2,2,0
79640,0,0,0,3,1
79641,2,2,2,0,1
79642,0,2,2,1,0
79643,1,2,2,1,1
79644,1,1,0,3,0
79645,1,2,2,1,1
79646,2,2,2,0,0
79647,1,0,2,2,1
79648,2,2,2,0,0
79649,2,2,2,0,1
79650,0,1,1,3,1
79651,1,0,1,3,1
79652,2,2,2,0,1
79653,2,2,2,0,1
79654,2,2,2,0,1
79655,2,2,2,0,0
79656,1,0,0,3,1
79657,2,2,2,0,0
79658,2,2,2,0,1
79659,2,2,2,0,0
79660,0,1,2,2,0
79661,2,2,2,0,1
79662,2,2,2,0,1
79663,0,2,2,1,1
79664,2,2,2,0,0
79665,0,2,2,1,1
79666,1,2,2,1,0
79667,1,2,2,1,1
79668,0,1,1,3,0
79669,1,2,2,1,1
79670,1,0,2,2,1
79671,1,1,2,2,0
79672,0,2,2,1,1
79673,0,0,1,3,1
79674,1,2,2,1,0
79675,0,2,2,1,1
79676,0,0,2,2,1
79677,2,2,2,0,0
79678,1,1,0,3,1
79679,2,2,2,0,1
79680,1,2,2,1,0
79681,2,2,2,0,0
79682,1,2,2,1,1
79683,2,2,2,0,0
79684,2,2,2,0,1
79685,1,1,2,2,0
79686,0,0,0,3,1
79687,0,2,2,1,1
79688,2,2,2,0,1
79689,0,0,0,3,1
79690,0,1,0,3,1
79691,1,1,2,2,0
79692,0,0,0,3,1
79693,1,1,2,2,1
79694,0,0,2,2,1
79695,0,2,2,1,0
79696,1,2,2,1,0
79697,1,2,2,1,1
79698,0,0,2,2,1
79699,0,0,0,3,1
79700,0,0,0,3,0
79701,2,2,2,0,1
79702,1,1,0,3,0
79703,2,2,2,0,1
79704,2,2,2,0,1
79705,0,1,2,2,1
79706,1,0,2,2,1
79707,1,1,2,2,0
79708,1,1,1,3,0
79709,1,2,2,1,1
79710,2,2,2,0,0
79711,1,1,1,3,0
79712,1,2,2,1,0
79713,2,2,2,0,1
79714,2,2,2,0,1
79715,1,2,2,1,0
79716,0,0,2,2,1
79717,2,2,2,0,1
79718,0,0,2,2,0
79719,1,0,1,3,1
79720,2,2,2,0,1
79721,1,2,2,1,0
79722,0,0,0,3,1
79723,1,0,2,2,1
79724,0,0,0,3,1
79725,0,1,1,3,1
79726,1,0,2,2,1
79727,0,2,2,1,1
79728,0,2,2,1,0
79729,1,0,2,2,1
79730,1,1,1,3,0
79731,2,2,2,0,1
79732,1,0,0,3,1
79733,1,0,2,2,0
79734,0,1,2,2,1
79735,0,0,1,3,1
79736,0,1,2,2,0
79737,0,0,2,2,1
79738,1,2,2,1,1
79739,2,2,2,0,1
79740,0,0,1,3,1
79741,1,2,2,1,1
79742,0,1,2,2,1
79743,0,1,0,3,1
79744,2,2,2,0,1
79745,0,2,2,1,0
79746,2,2,2,0,0
79747,1,0,2,2,0
79748,0,0,2,2,1
79749,1,2,2,1,1
79750,2,2,2,0,1
79751,1,0,2,2,1
79752,0,0,1,3,0
79753,0,1,2,2,0
79754,0,2,2,1,0
79755,1,1,0,3,0
79756,2,2,2,0,1
79757,1,1,2,2,1
79758,1,1,2,2,0
79759,0,2,2,1,0
79760,2,2,2,0,1
79761,1,2,2,1,0
79762,0,2,2,1,1
79763,1,0,2,2,1
79764,2,2,2,0,1
79765,0,1,0,3,1
79766,1,0,2,2,1
79767,0,2,2,1,0
79768,1,1,2,2,0
79769,1,0,1,3,1
79770,1,1,2,2,1
79771,1,0,2,2,1
79772,1,1,0,3,1
79773,2,2,2,0,0
79774,1,1,2,2,0
79775,1,0,0,3,1
79776,0,1,2,2,1
79777,1,2,2,1,1
79778,1,1,1,3,0
79779,2,2,2,0,0
79780,1,2,2,1,0
79781,1,1,1,3,0
79782,1,2,2,1,0
79783,0,2,2,1,1
79784,2,2,2,0,0
79785,1,2,2,1,0
79786,2,2,2,0,1
79787,1,2,2,1,1
79788,2,2,2,0,1
79789,2,2,2,0,1
79790,1,1,2,2,0
79791,1,0,2,2,0
79792,0,1,2,2,1
79793,2,2,2,0,1
79794,1,2,2,1,0
79795,1,1,2,2,0
79796,2,2,2,0,1
79797,2,2,2,0,0
79798,0,2,2,1,0
79799,0,1,2,2,1
79800,2,2,2,0,0
79801,0,0,2,2,0
79802,1,1,2,2,0
79803,0,0,0,3,1
79804,1,1,2,2,0
79805,1,1,1,3,0
79806,0,0,0,3,1
79807,1,2,2,1,0
79808,1,2,2,1,0
79809,0,2,2,1,1
79810,0,2,2,1,0
79811,0,0,2,2,0
79812,1,2,2,1,0
79813,1,2,2,1,0
79814,2,2,2,0,1
79815,0,0,0,3,1
79816,0,0,0,3,1
79817,2,2,2,0,1
79818,0,1,0,3,1
79819,1,1,1,3,0
79820,0,1,2,2,0
79821,2,2,2,0,0
79822,0,1,0,3,1
79823,2,2,2,0,0
79824,1,2,2,1,0
79825,1,2,2,1,0
79826,2,2,2,0,1
79827,1,0,2,2,1
79828,2,2,2,0,0
79829,0,0,2,2,1
79830,0,1,1,3,1
79831,1,1,1,3,1
79832,0,0,2,2,0
79833,1,0,2,2,1
79834,2,2,2,0,0
79835,0,2,2,1,0
79836,2,2,2,0,1
79837,1,1,2,2,0
79838,2,2,2,0,1
79839,0,0,0,3,1
79840,1,0,2,2,1
79841,0,2,2,1,1
79842,1,0,2,2,0
79843,0,0,2,2,1
79844,0,1,1,3,0
79845,2,2,2,0,0
79846,2,2,2,0,1
79847,0,2,2,1,0
79848,0,1,2,2,0
79849,1,2,2,1,0
79850,0,0,2,2,1
79851,0,1,2,2,0
79852,0,2,2,1,0
79853,0,1,0,3,1
79854,2,2,2,0,0
79855,0,2,2,1,1
79856,0,2,2,1,1
79857,0,0,0,3,1
79858,1,0,2,2,1
79859,1,2,2,1,1
79860,1,1,0,3,0
79861,2,2,2,0,0
79862,0,0,2,2,1
79863,1,1,1,3,0
79864,0,1,0,3,1
79865,1,2,2,1,0
79866,2,2,2,0,1
79867,1,1,2,2,0
79868,1,2,2,1,0
79869,2,2,2,0,1
79870,1,2,2,1,1
79871,1,1,1,3,0
79872,1,2,2,1,0
79873,0,2,2,1,1
79874,0,0,0,3,1
79875,2,2,2,0,0
79876,1,2,2,1,0
79877,1,2,2,1,0
79878,0,1,0,3,0
79879,2,2,2,0,1
79880,1,1,2,2,0
79881,1,2,2,1,0
79882,1,1,2,2,0
79883,2,2,2,0,0
79884,2,2,2,0,1
79885,0,2,2,1,0
79886,0,0,2,2,1
79887,0,1,2,2,1
79888,2,2,2,0,1
79889,1,2,2,1,0
79890,1,2,2,1,1
79891,1,1,1,3,0
79892,0,2,2,1,1
79893,2,2,2,0,0
79894,1,2,2,1,0
79895,2,2,2,0,1
79896,1,0,2,2,0
79897,1,0,0,3,1
79898,0,0,0,3,1
79899,1,2,2,1,0
79900,1,0,1,3,0
79901,2,2,2,0,0
79902,1,2,2,1,1
79903,1,2,2,1,1
79904,1,2,2,1,0
79905,2,2,2,0,0
79906,0,1,0,3,0
79907,1,2,2,1,0
79908,1,0,1,3,1
79909,0,1,2,2,0
79910,0,1,2,2,1
79911,0,1,2,2,1
79912,2,2,2,0,0
79913,0,1,2,2,0
79914,1,1,2,2,1
79915,2,2,2,0,1
79916,0,0,0,3,1
79917,1,2,2,1,0
79918,1,0,0,3,0
79919,1,0,2,2,1
79920,0,0,2,2,1
79921,0,2,2,1,0
79922,0,0,0,3,1
79923,0,2,2,1,0
79924,1,1,0,3,1
79925,0,1,2,2,1
79926,2,2,2,0,1
79927,2,2,2,0,0
79928,2,2,2,0,0
79929,0,2,2,1,0
79930,0,2,2,1,1
79931,0,2,2,1,0
79932,1,1,1,3,0
79933,0,1,2,2,0
79934,1,2,2,1,0
79935,1,0,2,2,0
79936,1,2,2,1,0
79937,0,0,1,3,1
79938,0,2,2,1,1
79939,2,2,2,0,1
79940,1,2,2,1,0
79941,0,0,0,3,1
79942,1,1,1,3,0
79943,2,2,2,0,0
79944,1,0,0,3,1
79945,1,1,2,2,0
79946,0,2,2,1,1
79947,2,2,2,0,1
79948,1,2,2,1,1
79949,2,2,2,0,0
79950,2,2,2,0,0
79951,0,0,2,2,1
79952,1,1,2,2,0
79953,2,2,2,0,0
79954,2,2,2,0,1
79955,2,2,2,0,1
79956,2,2,2,0,1
79957,0,0,2,2,1
79958,0,1,1,3,1
79959,2,2,2,0,1
79960,2,2,2,0,0
79961,2,2,2,0,0
79962,2,2,2,0,1
79963,1,2,2,1,0
79964,1,1,1,3,0
79965,1,0,1,3,0
79966,2,2,2,0,1
79967,0,1,1,3,0
79968,0,2,2,1,1
79969,2,2,2,0,1
79970,2,2,2,0,0
79971,0,0,2,2,0
79972,0,2,2,1,1
79973,1,1,1,3,0
79974,2,2,2,0,1
79975,2,2,2,0,0
79976,2,2,2,0,1
79977,1,1,1,3,0
79978,0,1,1,3,0
79979,2,2,2,0,1
79980,2,2,2,0,0
79981,0,0,0,3,1
79982,2,2,2,0,0
79983,1,0,2,2,1
79984,1,0,2,2,0
79985,2,2,2,0,0
79986,1,0,2,2,0
79987,1,2,2,1,1
79988,1,0,1,3,1
79989,2,2,2,0,1
79990,1,0,1,3,0
79991,0,2,2,1,1
79992,1,2,2,1,0
79993,1,1,2,2,0
79994,2,2,2,0,1
79995,0,1,2,2,0
79996,1,1,1,3,0
79997,2,2,2,0,1
79998,1,0,2,2,0
79999,1,1,0,3,0
80000,0,0,2,2,1
80001,0,2,2,1,1
80002,1,1,0,3,0
80003,0,2,2,1,1
80004,0,1,2,2,1
80005,2,2,2,0,1
80006,0,2,2,1,1
80007,2,2,2,0,1
80008,1,1,0,3,0
80009,2,2,2,0,1
80010,1,0,0,3,1
80011,2,2,2,0,0
80012,0,1,2,2,1
80013,1,2,2,1,0
80014,1,0,2,2,0
80015,2,2,2,0,0
80016,1,0,2,2,0
80017,1,0,1,3,1
80018,2,2,2,0,0
80019,0,2,2,1,1
80020,1,1,2,2,0
80021,2,2,2,0,0
80022,1,1,1,3,0
80023,2,2,2,0,0
80024,1,1,1,3,0
80025,0,1,1,3,0
80026,0,0,2,2,1
80027,0,0,0,3,1
80028,1,2,2,1,0
80029,0,2,2,1,1
80030,1,0,0,3,0
80031,1,0,0,3,1
80032,0,0,2,2,1
80033,0,1,0,3,1
80034,1,2,2,1,1
80035,0,2,2,1,1
80036,1,1,2,2,0
80037,0,0,2,2,1
80038,2,2,2,0,0
80039,2,2,2,0,0
80040,0,2,2,1,1
80041,0,1,0,3,0
80042,0,2,2,1,1
80043,0,1,1,3,1
80044,2,2,2,0,1
80045,2,2,2,0,0
80046,2,2,2,0,0
80047,0,1,1,3,0
80048,0,0,1,3,1
80049,0,2,2,1,0
80050,1,2,2,1,0
80051,2,2,2,0,1
80052,2,2,2,0,1
80053,1,0,1,3,0
80054,2,2,2,0,0
80055,0,0,0,3,1
80056,1,0,2,2,0
80057,1,0,2,2,1
80058,0,0,2,2,1
80059,2,2,2,0,1
80060,2,2,2,0,1
80061,2,2,2,0,0
80062,0,1,2,2,0
80063,2,2,2,0,1
80064,0,0,1,3,1
80065,0,0,2,2,1
80066,1,2,2,1,1
80067,1,1,2,2,0
80068,1,2,2,1,0
80069,2,2,2,0,0
80070,1,1,2,2,0
80071,0,1,0,3,1
80072,1,2,2,1,1
80073,2,2,2,0,1
80074,1,0,1,3,1
80075,0,1,1,3,0
80076,0,2,2,1,1
80077,0,2,2,1,1
80078,2,2,2,0,1
80079,1,2,2,1,0
80080,1,2,2,1,1
80081,0,0,0,3,1
80082,0,2,2,1,1
80083,0,1,2,2,1
80084,0,0,1,3,1
80085,1,2,2,1,1
80086,0,0,2,2,1
80087,2,2,2,0,1
80088,0,0,2,2,0
80089,0,0,0,3,1
80090,1,2,2,1,0
80091,1,0,2,2,0
80092,1,1,0,3,0
80093,2,2,2,0,0
80094,2,2,2,0,1
80095,2,2,2,0,1
80096,1,2,2,1,1
80097,0,1,2,2,0
80098,2,2,2,0,0
80099,1,2,2,1,0
80100,0,1,2,2,0
80101,2,2,2,0,1
80102,0,1,2,2,1
80103,2,2,2,0,1
80104,0,2,2,1,1
80105,1,2,2,1,1
80106,0,0,2,2,1
80107,1,2,2,1,1
80108,0,0,0,3,1
80109,0,1,2,2,0
80110,2,2,2,0,1
80111,0,2,2,1,1
80112,1,2,2,1,1
80113,1,0,1,3,0
80114,1,1,1,3,1
80115,0,1,2,2,0
80116,0,2,2,1,1
80117,0,1,0,3,1
80118,0,2,2,1,1
80119,2,2,2,0,1
80120,1,0,1,3,1
80121,2,2,2,0,0
80122,0,2,2,1,1
80123,2,2,2,0,1
80124,1,1,1,3,0
80125,1,2,2,1,0
80126,0,2,2,1,1
80127,0,0,2,2,1
80128,2,2,2,0,0
80129,0,0,2,2,1
80130,0,0,2,2,1
80131,0,0,2,2,0
80132,2,2,2,0,0
80133,2,2,2,0,1
80134,2,2,2,0,0
80135,2,2,2,0,0
80136,1,1,0,3,1
80137,0,0,2,2,1
80138,2,2,2,0,1
80139,2,2,2,0,0
80140,2,2,2,0,0
80141,0,2,2,1,1
80142,2,2,2,0,0
80143,1,2,2,1,1
80144,0,0,2,2,1
80145,2,2,2,0,1
80146,0,1,1,3,0
80147,1,1,0,3,0
80148,0,2,2,1,1
80149,1,2,2,1,0
80150,2,2,2,0,1
80151,1,1,2,2,1
80152,0,0,2,2,1
80153,2,2,2,0,0
80154,2,2,2,0,1
80155,1,2,2,1,0
80156,0,0,1,3,0
80157,0,2,2,1,0
80158,1,0,2,2,0
80159,1,2,2,1,1
80160,0,1,0,3,1
80161,0,1,2,2,1
80162,2,2,2,0,1
80163,1,2,2,1,1
80164,1,2,2,1,0
80165,0,2,2,1,1
80166,2,2,2,0,1
80167,1,0,0,3,0
80168,0,0,0,3,1
80169,1,2,2,1,0
80170,2,2,2,0,0
80171,1,0,0,3,1
80172,0,0,2,2,1
80173,0,0,2,2,1
80174,2,2,2,0,1
80175,2,2,2,0,1
80176,1,2,2,1,0
80177,2,2,2,0,0
80178,2,2,2,0,0
80179,0,1,2,2,1
80180,1,1,2,2,0
80181,2,2,2,0,0
80182,2,2,2,0,0
80183,1,1,0,3,1
80184,0,0,2,2,1
80185,2,2,2,0,1
80186,0,1,1,3,0
80187,0,2,2,1,0
80188,2,2,2,0,1
80189,0,1,1,3,1
80190,2,2,2,0,0
80191,0,2,2,1,1
80192,0,0,2,2,1
80193,2,2,2,0,1
80194,0,0,2,2,1
80195,2,2,2,0,1
80196,2,2,2,0,0
80197,1,0,2,2,1
80198,2,2,2,0,0
80199,1,2,2,1,0
80200,1,1,2,2,0
80201,0,0,0,3,1
80202,2,2,2,0,0
80203,1,0,2,2,1
80204,0,2,2,1,0
80205,2,2,2,0,1
80206,2,2,2,0,1
80207,2,2,2,0,0
80208,0,2,2,1,0
80209,1,1,2,2,0
80210,1,1,0,3,0
80211,0,1,2,2,0
80212,1,0,0,3,1
80213,1,2,2,1,0
80214,0,0,2,2,1
80215,0,1,2,2,0
80216,1,2,2,1,1
80217,1,1,1,3,0
80218,1,2,2,1,0
80219,1,0,1,3,1
80220,1,2,2,1,0
80221,0,0,2,2,1
80222,2,2,2,0,0
80223,2,2,2,0,1
80224,0,1,0,3,1
80225,0,0,2,2,0
80226,0,0,2,2,1
80227,0,1,2,2,0
80228,2,2,2,0,0
80229,1,1,2,2,0
80230,1,1,2,2,0
80231,0,2,2,1,1
80232,1,0,1,3,0
80233,2,2,2,0,0
80234,1,2,2,1,0
80235,1,1,2,2,0
80236,0,2,2,1,0
80237,2,2,2,0,1
80238,1,2,2,1,1
80239,0,0,1,3,0
80240,0,2,2,1,1
80241,1,0,2,2,1
80242,1,0,0,3,0
80243,1,0,2,2,0
80244,2,2,2,0,1
80245,1,2,2,1,0
80246,0,1,2,2,1
80247,0,2,2,1,1
80248,1,0,2,2,1
80249,0,0,0,3,1
80250,2,2,2,0,0
80251,0,2,2,1,1
80252,0,2,2,1,1
80253,1,1,1,3,0
80254,0,0,1,3,1
80255,2,2,2,0,0
80256,0,0,2,2,1
80257,0,2,2,1,1
80258,0,0,1,3,1
80259,1,0,2,2,1
80260,0,2,2,1,1
80261,0,0,2,2,1
80262,2,2,2,0,0
80263,1,2,2,1,1
80264,1,1,2,2,1
80265,2,2,2,0,0
80266,2,2,2,0,0
80267,1,1,2,2,0
80268,2,2,2,0,1
80269,2,2,2,0,1
80270,2,2,2,0,1
80271,0,1,2,2,1
80272,1,2,2,1,0
80273,0,2,2,1,0
80274,0,2,2,1,1
80275,1,0,0,3,1
80276,1,1,0,3,0
80277,0,2,2,1,0
80278,1,1,2,2,0
80279,2,2,2,0,0
80280,1,0,2,2,1
80281,0,0,2,2,1
80282,2,2,2,0,1
80283,1,0,2,2,1
80284,0,1,1,3,1
80285,2,2,2,0,0
80286,0,0,1,3,1
80287,2,2,2,0,1
80288,0,2,2,1,0
80289,0,2,2,1,1
80290,0,1,2,2,0
80291,0,0,1,3,1
80292,1,2,2,1,0
80293,2,2,2,0,0
80294,1,2,2,1,1
80295,1,0,2,2,1
80296,2,2,2,0,1
80297,1,1,1,3,0
80298,2,2,2,0,0
80299,0,2,2,1,0
80300,0,2,2,1,1
80301,0,2,2,1,1
80302,1,1,2,2,0
80303,2,2,2,0,0
80304,2,2,2,0,1
80305,1,0,2,2,0
80306,0,2,2,1,1
80307,1,1,0,3,0
80308,1,2,2,1,1
80309,0,2,2,1,1
80310,0,2,2,1,1
80311,0,0,1,3,1
80312,1,0,2,2,1
80313,1,0,0,3,0
80314,1,1,2,2,1
80315,0,2,2,1,0
80316,0,0,2,2,1
80317,0,0,0,3,1
80318,0,0,2,2,1
80319,2,2,2,0,0
